294.441031310916,-307.215412621359
292.982845640855,-260.929966897551
306.78461786957,-272.973673756447
364.507928814677,-417.75857731767
370.070371465995,-425.994147445311
382.402151282076,-404.367526362805
377.104118420555,-351.242718446602
352.062086678962,-267.88839823788
284.586088104786,-151.152894744639
243.110142558129,-105.165199786509
276.795247893099,-74.268268816977
352.420958315755,-65.5008673333967
343.926674781146,-53.7215439626216
280, -35
218.712317898311,-27.8360044073627
185.990881867063,-53.0935562251759
159.420693755818,-109.652480935749
125.875821022558,-146.263407519314
64.1146667607869,-255.242718446602
39.0276177946874,-324.242718446602
33.4374645245276,-388.076254325488
46.6389392040069,-403.74306170353
58.8896401200487,-396.447536897985
80.9248894354628,-324.597038655324
119.754452406332,-257.450543902832
130.436684781959,-365.242718446602
160.142734726505,-456.597038655324
164.172866076207,-498.163092189299
126.76838936473,-534.698670282783
166.400046145185,-516.525108062786
143.579052321193,-544.308127949044
172.679004854369,-526.448422330097
167.993246932298,-540.820819082043
203.426584022085,-518.721871475804
197.222990301849,-472.88839823788
228.191869696719,-455.701639728744
263.308115993718,-462.583763752134
231.132706058108,-522.956283683828
247.162014563107,-515.205703883495
234.190071205936,-542.583508121295
265.443309862503,-522.920769589771
266.849746804263,-542.571396103426
284.447264254086,-509.724342280005
